AL,ANONYMOUS_1,CA,S,V40,FE,U4,PQINDEX,U6,B,ZN,P,CU,U14,BA,U20,MG,SI,U25,U50,Y_LABEL
8,2337,2543,2713,54.2,16,5521.0,14,1109.0,171,616,457,8,92.0,0,45.0,4,6,45.0,1.0,0
19,1316,2719,2044,47.7,4,16040.0,7,2695.0,317,632,448,101,75.0,0,11.0,2,2,7.0,0.0,1
0,1921,40,7798,66.0,7,8024.0,5,314.0,3,509,378,31,4.0,0,2.0,1,2,1.0,0.0,0
0,1699,148,5698,66.22,10,33096.0,10,6040.0,18,187,199,13,150.0,0,58.0,1,4,38.0,4.0,0
0,4567,267,7321,68.2,4,1527.0,4,408.0,195,248,204,11,45.0,0,12.0,2,0,11.0,2.0,0
6,3825,3036,1708,46.5,7,11124.0,7,4086.0,302,682,420,9,270.0,0,57.0,3,5,52.0,1.0,0
0,2091,85,3146,50.9,6,7424.0,5,4156.0,6,610,428,43,455.0,0,149.0,2,2,78.0,43.0,0
7,1186,3027,6885,65.9,5,5667.0,16,1340.0,26,373,312,3,18.0,0,4.0,0,2,3.0,2.0,0
4,1898,3159,3519,46.2,24,35040.0,44,18053.0,131,871,598,9,14.0,0,2.0,3,19,1.0,0.0,0
46,2387,109,2691,63.4,1,6368.0,5,464.0,170,196,224,8,10.0,0,4.0,2,1,3.0,0.0,1
3,3455,3526,6554,57.8,3,14193.0,9,684.0,163,424,317,2,9.0,0,1.0,0,0,1.0,0.0,0
6,3492,3152,2026,68.4,2,25132.0,5,7389.0,393,285,251,4,88.0,0,8.0,0,0,5.0,4.0,0
2,5176,61,1320,44.6,3,4036.0,4,2462.0,7,705,460,13,102.0,0,5.0,4,6,1.0,0.0,1
2,2208,50,5603,68.0,6,5308.0,5,2746.0,0,158,166,39,360.0,0,127.0,2,14,85.0,52.0,0
3,5724,3481,5655,62.8,6,25366.0,5,6160.0,3,94,133,10,335.0,0,66.0,3,2,27.0,20.0,0
5,8024,3782,5572,68.8,9,18611.0,5,2531.0,6,102,116,19,158.0,0,28.0,4,18,9.0,8.0,0
2,2048,28,4405,55.27,4,30121.0,14,1136.0,204,350,262,19,18.0,0,4.0,3,2,3.0,0.0,0
4,2054,130,7138,65.3,13,39776.0,13,3198.0,15,539,479,18,14.0,0,3.0,14,3,2.0,2.0,0
5,1354,22,1607,45.3,77,5219.0,13,1256.0,6,544,421,143,34.0,1,6.0,1,0,4.0,0.0,0
4,1206,2566,1250,45.1,2,9081.0,13,2712.0,4,732,446,5,181.0,3,33.0,3,1,15.0,0.0,0
0,3093,4,7143,69.4,6,19411.0,15,698.0,192,444,359,12,30.0,0,17.0,0,1,8.0,1.0,0
4,1188,2580,3747,65.7,26,17894.0,40,6320.0,3,206,191,7,368.0,2,114.0,2,0,51.0,50.0,0
2,1377,2787,4240,54.4,12,4543.0,24,734.0,11,492,327,8,17.0,0,4.0,3,0,4.0,2.0,0
0,2137,33,1215,44.7,1,3839.0,5,854.0,0,694,529,21,23.0,0,6.0,2,1,5.0,3.0,0
1,4880,12,1076,44.7,2,3857.0,1,36.0,171,586,372,5,3.0,0,2.0,0,0,0.0,0.0,0
0,8763,6,6450,56.5,2,2528.0,4,542.0,2,502,365,0,65.0,0,24.0,3,0,17.0,0.0,0
7,1355,37,1353,45.2,37,21178.0,2,922.0,101,824,599,137,20.0,0,1.0,3,5,0.0,0.0,0
0,1373,247,1225,45.2,2,19407.0,5,386.0,0,718,667,24,8.0,0,5.0,2,2,3.0,0.0,0
0,3807,77,4648,47.4,2,26702.0,9,5502.0,4,532,385,99,152.0,0,66.0,1,1,41.0,0.0,1
6,1334,3054,1025,44.6,5,34939.0,30,19021.0,206,639,427,12,222.0,0,55.0,1,3,26.0,0.0,0
1,2033,3511,1751,44.9,3,13547.0,3,709.0,117,879,563,8,9.0,0,1.0,0,2,1.0,0.0,0
5,1437,38,1331,44.5,3,3951.0,11,237.0,88,689,452,12,2.0,1,1.0,0,1,0.0,0.0,0
35,3656,15,1239,44.6,4,40622.0,22,5523.0,0,634,427,10,55.0,0,16.0,2,1,11.0,0.0,1
3,2143,3875,2458,48.2,2,21940.0,6,2142.0,5,502,396,27,94.0,0,35.0,2,2,18.0,3.0,0
0,7249,39,10080,67.2,14,868.0,18,165.0,47,310,254,3,13.0,0,3.0,7,4,3.0,2.0,0
0,1674,135,1260,44.0,6,6714.0,12,990.0,20,740,472,5,76.0,0,13.0,1,3,12.0,0.0,0
18,2159,138,1238,43.7,10,11717.0,33,2150.0,5,727,507,182,218.0,1,132.0,0,1,83.0,36.0,0
5,2432,3535,2056,48.4,1,2174.0,4,315.0,151,579,418,88,27.0,0,5.0,0,0,3.0,3.0,0
4,1351,3110,3101,59.3,35,15695.0,8,1565.0,4,434,319,98,26.0,0,4.0,1,1,3.0,0.0,0
1,11052,89,6442,60.0,5,8807.0,24,3551.0,3,330,246,7,175.0,0,16.0,0,1,9.0,4.0,0
1,6270,19,5955,72.1,3,4836.0,8,1124.0,0,14,67,0,29.0,0,6.0,0,0,5.0,0.0,0
1,5474,175,6194,64.1,57,34352.0,35,9365.0,5,215,203,100,369.0,0,52.0,0,4,33.0,2.0,1
5,3607,3757,4046,45.5,5,648818.0,8,323628.0,392,510,339,17,6754.0,0,663.0,3,23,348.0,0.0,0
7,1085,2845,7823,70.5,12,11294.0,16,2785.0,199,371,300,14,152.0,0,30.0,2,3,17.0,0.0,0
1,2015,8,5021,57.3,28,47124.0,20,10730.0,187,745,594,8,47.0,0,17.0,4,24,15.0,0.0,1
7,1648,3506,1986,47.4,4,18094.0,9,6016.0,91,608,402,5,162.0,1,32.0,3,4,13.0,8.0,0
16,2393,30,5098,57.8,7,1058.0,6,300.0,2,506,344,5,33.0,0,12.0,1,0,9.0,0.0,0
8,4519,20,6753,65.3,3,17575.0,18,8611.0,34,306,234,0,509.0,0,109.0,0,2,36.0,19.0,0
2,2436,35,8547,65.5,20,23972.0,13,3866.0,3,96,122,4,66.0,0,10.0,0,1,5.0,0.0,0
3,1662,408,1095,45.8,1,1359.0,24,196.0,49,610,405,3,6.0,1,2.0,2,0,2.0,0.0,0
3,2670,2680,1143,44.6,3,7292.0,10,1498.0,79,630,442,141,16.0,0,6.0,0,0,3.0,0.0,0
0,3210,25,4313,47.6,13,13066.0,15,4414.0,227,637,497,12,156.0,0,29.0,3,3,6.0,0.0,0
1,2432,237,1299,44.9,3,34119.0,17,4625.0,9,679,493,7,80.0,0,12.0,0,0,10.0,0.0,0
9,1374,15,1190,44.7,7,33651.0,7,20871.0,0,722,439,10,357.0,0,44.0,2,2,25.0,11.0,0
0,3876,25,2590,45.6,4,5184.0,16,1039.0,4,283,239,5,116.0,0,39.0,33,4,26.0,25.0,0
0,2482,148,5087,69.5,16,46417.0,17,16891.0,182,819,677,22,12.0,0,5.0,6,6,4.0,0.0,0
2,1691,3600,2980,54.8,56,11334.0,11,2714.0,2,560,415,98,108.0,0,10.0,4,5,5.0,0.0,0
0,5023,3415,1562,45.5,2,25693.0,8,1516.0,0,670,563,6,64.0,0,17.0,1,1,10.0,7.0,0
1,3803,104,7352,61.3,10,29052.0,67,15631.0,4,367,304,20,1090.0,0,282.0,0,2,135.0,2.0,0
1,3450,51,6357,64.5,1,18660.0,10,5310.0,4,422,334,0,124.0,0,13.0,3,0,6.0,0.0,0
1,2734,3196,999,43.6,1,5352.0,5,1349.0,111,625,434,2,109.0,0,39.0,1,1,23.0,0.0,0
3,1698,3569,1278,44.5,4,4274.0,9,1159.0,420,676,451,13,63.0,0,25.0,2,2,8.0,0.0,0
11,2023,3041,2893,54.7,6,5284.0,9,282.0,185,496,353,4,30.0,0,7.0,0,1,6.0,0.0,0
0,2440,131,10450,46.1,110,40579.0,56,13116.0,14,298,256,82,171.0,0,69.0,0,3,40.0,0.0,0
0,1595,156,1159,45.1,2,16971.0,8,3325.0,0,673,485,20,47.0,0,12.0,2,1,10.0,3.0,0
47,3116,70,2659,61.2,2,1216.0,5,257.0,3,388,291,13,16.0,0,4.0,0,0,3.0,1.0,1
6,2030,3120,4877,67.6,9,32560.0,45,24517.0,129,498,393,3,1500.0,0,294.0,2,3,154.0,5.0,0
0,3146,9,1225,44.1,5,6535.0,11,696.0,2,621,395,10,51.0,0,26.0,0,2,12.0,11.0,0
0,6306,22,7038,50.2,60,25491.0,20,18519.0,0,416,336,98,856.0,0,256.0,22,2,81.0,0.0,0
9,3958,3085,2501,54.2,4,28236.0,13,3514.0,142,390,274,4,52.0,0,7.0,1,1,2.0,0.0,0
0,1653,169,1173,43.6,2,17692.0,9,1618.0,16,695,494,85,85.0,0,51.0,0,0,31.0,0.0,0
0,2654,71,1623,45.4,5,14555.0,11,4081.0,5,615,421,15,115.0,0,21.0,2,4,7.0,0.0,0
1,1762,8,1258,45.9,0,3850.0,15,754.0,191,722,456,3,89.0,0,18.0,2,0,10.0,9.0,0
0,4929,35,1547,43.7,3,14061.0,9,472.0,0,829,537,14,19.0,0,11.0,0,0,4.0,0.0,0
1,4129,2,10330,68.0,7,1831.0,6,459.0,186,272,245,1,17.0,0,4.0,6,1,3.0,0.0,0
9,2441,2835,1583,44.4,2,26859.0,6,812.0,160,706,460,79,31.0,0,20.0,2,0,15.0,0.0,0
2,1713,72,2098,46.4,8,15206.0,8,424.0,0,686,463,8,20.0,0,5.0,4,4,3.0,2.0,0
3,8704,220,5930,66.6,4,24599.0,5,6915.0,3,238,212,9,94.0,0,8.0,8,6,2.0,1.0,0
5,3146,21,1899,47.3,6,42409.0,12,14685.0,0,687,448,8,63.0,0,8.0,1,2,6.0,5.0,0
3,1723,3029,1210,44.7,5,42222.0,11,9898.0,143,629,441,7,34.0,0,9.0,4,2,5.0,0.0,0
4,2936,2992,1099,44.5,3,2150.0,1,244.0,121,552,391,111,24.0,0,5.0,0,0,3.0,1.0,0
3,1555,3120,1267,44.7,44,20051.0,14,10725.0,95,617,481,174,1800.0,0,320.0,3,1,170.0,6.0,0
0,1767,41,1380,44.5,3,7965.0,4,1964.0,21,734,494,4,106.0,0,24.0,0,2,21.0,2.0,0
12,1180,2718,1314,45.2,4,44915.0,2,2446.0,19,661,441,171,17.0,5,1.0,2,2,0.0,0.0,0
0,1752,23,1580,47.4,3,25260.0,8,2109.0,9,588,404,11,38.0,0,19.0,2,1,13.0,0.0,0
0,1781,16,1062,62.0,5,10800.0,7,550.0,150,600,404,9,42.0,0,17.0,2,2,10.0,1.0,0
3,1381,3057,9948,62.7,3,3859.0,22,777.0,2,434,340,0,16.0,0,6.0,8,3,5.0,3.0,0
0,1795,136,1169,44.3,1,12573.0,9,2380.0,0,663,580,32,44.0,0,6.0,1,2,6.0,3.0,0
2,2059,2671,3180,55.2,4,9925.0,11,2534.0,5,487,369,9,106.0,0,19.0,1,0,7.0,4.0,0
0,5200,27,7593,56.2,6,33396.0,16,4632.0,137,361,276,4,18.0,0,4.0,1,1,2.0,2.0,0
4,1345,3091,6445,77.0,6,20864.0,16,788.0,114,1055,858,6,13.0,3,3.0,9,35,0.0,0.0,0
6,1695,2540,7250,69.7,6,12088.0,20,5048.0,194,412,335,3,277.0,0,52.0,0,4,16.0,0.0,0
5,1424,15,1267,44.5,4,11232.0,16,5852.0,1,687,476,173,251.0,1,47.0,3,2,20.0,0.0,0
5,1269,2967,3603,49.2,5,8351.0,9,857.0,33,507,380,4,77.0,5,26.0,2,4,10.0,0.0,0
5,1564,2722,1377,46.6,8,541.0,5,172.0,125,740,477,8,32.0,0,11.0,0,3,6.0,2.0,0
0,1358,139,7169,65.0,5,7307.0,15,944.0,20,191,183,21,14.0,0,3.0,1,2,3.0,1.0,0
5,7503,2518,5794,67.2,0,15013.0,11,373.0,124,335,267,5,10.0,0,3.0,0,0,2.0,2.0,0
2,1469,66,1058,44.0,3,935.0,6,346.0,6,645,451,4,34.0,0,11.0,3,0,5.0,0.0,0
0,1159,44,1615,45.1,3,5823.0,0,1403.0,0,706,459,5,77.0,0,19.0,3,2,18.0,0.0,1
1,1340,139,6315,57.0,5,28092.0,15,3268.0,23,455,344,62,138.0,0,28.0,2,6,12.0,8.0,0
13,1176,3736,7655,66.8,7,5827.0,4,847.0,37,441,346,1,11.0,5,1.0,0,2,0.0,0.0,0
0,2054,180,2210,43.1,2,47848.0,4,11959.0,4,566,410,91,57.0,0,15.0,2,0,3.0,0.0,0
2,1704,14,1136,44.6,2,11371.0,13,7048.0,131,638,443,90,721.0,0,193.0,1,2,77.0,1.0,0
0,5963,93,4089,58.5,11,24736.0,28,13572.0,12,414,323,12,593.0,0,73.0,2,12,24.0,0.0,0
6,3873,42,8492,67.9,5,14154.0,16,6247.0,134,364,322,3,371.0,0,83.0,7,3,46.0,0.0,0
1,2864,4040,1090,45.4,0,13068.0,16,2639.0,3,642,443,73,40.0,0,9.0,2,1,4.0,0.0,0
1,2959,2284,1565,45.9,6,30247.0,110,22645.0,52,690,477,3,1246.0,0,74.0,0,1,59.0,16.0,0
0,2423,649,1057,46.2,4,19790.0,5,4505.0,18,701,478,25,182.0,0,50.0,3,0,27.0,21.0,0
2,2737,2782,7361,56.1,3,1959.0,15,300.0,2,420,306,5,18.0,0,6.0,2,3,4.0,3.0,0
1,2753,403,5695,67.2,15,29922.0,40,18887.0,9,285,235,3,1346.0,0,172.0,2,3,54.0,25.0,0
0,1736,199,1724,45.4,4,42211.0,9,728.0,9,668,435,8,21.0,0,9.0,3,4,7.0,0.0,0
7,1436,3327,2052,46.0,3,19023.0,8,14935.0,182,659,420,10,1444.0,0,529.0,2,5,145.0,0.0,0
5,1850,3287,1426,44.5,3,5461.0,8,98.0,140,695,451,8,4.0,0,0.0,0,1,0.0,0.0,0
0,3781,112,1447,45.1,3,8804.0,9,1986.0,0,637,401,4,25.0,0,2.0,2,4,1.0,0.0,0
2,1670,3145,1919,44.3,78,27931.0,21,12727.0,22,625,452,236,623.0,0,62.0,2,5,25.0,1.0,0
5,3293,3280,1003,44.4,2,18967.0,16,4698.0,132,684,464,147,116.0,0,17.0,2,0,6.0,0.0,0
1,3457,89,1395,44.6,6,3355.0,10,334.0,2,788,495,4,7.0,0,2.0,3,0,1.0,0.0,0
0,2717,17,1744,45.6,9,7142.0,13,3556.0,172,702,455,13,200.0,0,56.0,4,4,45.0,1.0,0
1,1696,219,1558,46.7,16,2440.0,13,615.0,8,726,489,164,37.0,0,13.0,2,1,8.0,0.0,0
4,2371,2844,2342,46.3,12,12537.0,4,4040.0,20,846,608,15,222.0,0,91.0,3,5,42.0,1.0,0
0,1735,21,4837,54.4,9,6305.0,17,477.0,0,528,382,4,72.0,0,26.0,4,3,25.0,0.0,0
0,6618,76,4280,59.9,3,6374.0,4,3318.0,3,559,391,0,61.0,0,4.0,2,1,3.0,3.0,0
0,1697,183,4338,150.1,178,22374.0,783,10458.0,21,152,175,167,4677.0,0,1779.0,0,7,481.0,74.0,0
8,1219,2969,2688,46.5,3,4419.0,19,497.0,4,680,553,31,10.0,6,3.0,4,2,2.0,0.0,0
4,4015,3396,1088,49.9,3,8814.0,5,4374.0,433,596,388,20,444.0,0,148.0,3,3,77.0,39.0,0
0,1685,24,2270,45.0,7,37855.0,15,21681.0,2,653,418,8,191.0,0,15.0,2,4,4.0,1.0,1
0,3086,7,4359,53.0,18,4716.0,4,1350.0,170,543,366,8,78.0,0,14.0,2,5,12.0,5.0,0
1,4593,126,2324,57.0,29,21169.0,5,294.0,4,471,343,13,11.0,0,8.0,8,57,4.0,3.0,0
0,8021,50,4463,50.6,6,1693.0,10,140.0,0,203,173,2,4.0,0,3.0,0,2,2.0,2.0,0
5,6326,2686,909,43.7,1,9747.0,3,922.0,114,638,435,168,48.0,0,8.0,3,0,7.0,0.0,0
4,1410,2709,5063,50.6,116,17926.0,34,412.0,164,222,199,75,12.0,0,4.0,1,0,2.0,2.0,0
34,3060,891,1409,43.6,67,21882.0,17,598.0,128,528,343,582,23.0,6,3.0,1,0,2.0,0.0,1
7,2225,2939,1584,44.5,4,5271.0,7,1042.0,221,711,469,128,69.0,0,25.0,0,1,5.0,0.0,0
1,2710,11,1310,62.6,3,11974.0,11,2761.0,187,347,282,2,179.0,0,88.0,0,1,79.0,61.0,0
5,1312,7,2827,46.1,10,14270.0,18,6322.0,1,677,460,33,278.0,1,26.0,5,5,8.0,4.0,0
3,1000,3221,4289,54.3,9,12256.0,4,3320.0,99,452,315,5,216.0,3,46.0,3,2,19.0,0.0,0
5,2711,11,3486,47.8,7,9356.0,13,1922.0,5,529,369,7,44.0,0,13.0,0,2,5.0,0.0,0
0,1800,126,8615,54.9,37,37798.0,68,9080.0,15,386,312,129,150.0,0,9.0,3,6,5.0,0.0,0
3,6655,3371,6206,60.9,5,9401.0,8,2407.0,3,53,92,6,49.0,0,10.0,0,0,9.0,5.0,0
9,1706,29,1724,74.1,4,36311.0,19,17536.0,2,401,328,0,113.0,0,7.0,0,0,6.0,0.0,0
4,3977,390,1835,56.4,3,16044.0,6,422.0,10,374,344,20,23.0,0,9.0,1,6,7.0,1.0,0
1837,3088,38,5014,51.3,11,3615.0,5,1434.0,129,576,382,2,90.0,13,27.0,0,3,16.0,0.0,1
0,1767,18,1947,46.0,5,6176.0,10,1781.0,0,275,246,1,61.0,0,12.0,22,4,4.0,4.0,0
3,2411,155,1014,45.8,3,320.0,13,130.0,4,614,436,19,15.0,0,3.0,0,0,3.0,3.0,0
8,1186,1361,1403,45.9,0,1301.0,14,277.0,2,780,513,8,18.0,7,8.0,2,0,2.0,1.0,0
7,2277,2377,1295,45.4,2,2124.0,13,362.0,22,706,485,11,37.0,0,8.0,2,0,5.0,5.0,1
2,3592,13,1941,46.2,7,14591.0,15,8059.0,0,604,434,4,373.0,0,81.0,1,2,50.0,0.0,0
5,7402,839,5388,66.2,11,29629.0,5,6895.0,23,126,150,34,131.0,0,32.0,3,29,16.0,6.0,0
0,7554,3262,6236,53.9,4,3069.0,19,188.0,114,448,335,4,10.0,0,4.0,8,5,4.0,4.0,0
2,3522,3913,1936,47.3,3,1572.0,15,293.0,530,620,375,8,15.0,0,7.0,1,1,6.0,3.0,0
4,6463,3513,2502,48.2,8,23980.0,23,9996.0,0,488,306,11,154.0,0,10.0,1,2,6.0,5.0,0
0,1666,22,5805,57.6,3,4791.0,3,1191.0,206,413,309,1,34.0,0,5.0,2,2,1.0,0.0,0
3,1727,183,5562,73.0,5,34442.0,60,29399.0,3,590,279,1,1103.0,7,540.0,3,4,488.0,5.0,0
2,2399,167,5258,58.8,191,35539.0,44,1648.0,13,322,362,47,6.0,1,3.0,0,7,1.0,0.0,1
1,1710,3308,2319,47.1,7,8800.0,3,984.0,19,566,402,117,47.0,0,21.0,2,1,13.0,0.0,0
3,1507,3349,2345,44.5,5,13374.0,9,2031.0,401,643,446,6,132.0,0,25.0,3,4,17.0,0.0,0
2,1660,193,1430,45.2,4,23085.0,17,9455.0,19,589,412,6,195.0,0,28.0,2,2,14.0,10.0,0
4,1751,2680,2508,48.4,2,6423.0,9,672.0,188,598,434,196,35.0,0,6.0,4,2,2.0,0.0,0
0,2890,4,1215,45.1,2,1518.0,5,696.0,7,711,560,32,112.0,0,47.0,1,6,27.0,20.0,1
0,6626,58,2893,46.8,13,36900.0,13,1839.0,124,640,408,12,59.0,0,20.0,2,0,11.0,1.0,0
8,1350,28,3114,50.8,8,26193.0,10,6003.0,0,445,307,17,85.0,2,11.0,3,4,5.0,2.0,0
0,4976,9,1144,44.0,3,7837.0,7,4165.0,1,651,456,14,260.0,0,89.0,1,1,34.0,0.0,0
0,1902,494,2057,47.0,10,325823.0,81,181016.0,77,612,424,110,11296.0,0,2565.0,1,6,1163.0,0.0,0
