AL,ANONYMOUS_1,CA,B,ZN,P,MO,FTBN,S,PQINDEX,FE,MG,V40,V100,FH2O,NA,K,SOOTPERCENTAGE,ANONYMOUS_2,CU,Y_LABEL
0,2105,54,2,1052,935,60,6.9,2923,16,7,913,92.8,12.7,13.0,0,0.0,0.1,200,1,0
6,6518,3764,187,1067,925,28,8.8,4069,5,15,18,93.8,12.7,11.0,4,3.0,0.0,200,24,0
2,1000,118,10,1214,1050,1,8.5,5408,41,12,254,93.8,13.7,14.0,1,3.0,0.4,200,0,0
76,2758,13,8,1270,1053,127,9.2,5217,4,8,8,108.9,14.3,11.0,2,2.0,0.4,200,1,1
0,1297,132,21,1330,1177,13,9.5,6807,22,24,282,95.2,13.3,20.0,332,70.0,0.5,200,1,0
3,5298,3213,207,1435,1219,281,8.8,4828,19,20,14,113.0,14.0,16.0,0,7.0,0.8,200,2,0
3,1498,2704,169,1042,822,169,10.1,3498,2,33,455,127.8,15.6,15.0,3,2.0,1.3,200,11,0
8,4103,2301,28,967,802,32,8.5,4813,2,12,32,98.5,13.4,15.0,19,2.0,0.4,200,2,0
1,2387,16,0,1038,890,39,8.0,10020,14,9,6,106.8,14.7,14.0,1,2.0,0.7,200,5,0
3,4967,95,11,1673,1257,292,10.3,4323,18,82,14,126.1,15.3,15.0,3,5.0,1.2,200,16,0
2,6306,3164,99,1089,919,0,8.3,4151,6,13,9,97.1,13.3,12.0,3,2.0,0.9,610,4,1
3,2568,3308,45,1000,820,6,8.9,3613,5,10,11,99.2,13.2,11.0,4,3.0,1.0,602,0,0
4,4664,82,116,1231,1063,0,9.8,11050,7,14,17,101.5,14.1,15.0,4,7.0,0.2,550,2,0
2,3080,71,3,1397,1235,263,9.4,5286,2,20,14,111.9,14.0,15.0,4,3.0,0.5,200,4,0
0,1320,222,164,1474,1194,240,9.7,5198,13,20,15,103.4,13.5,15.0,4,3.0,0.2,200,8,0
3,1559,3037,132,951,784,165,10.0,3776,10,6,427,129.2,15.0,13.0,0,3.0,0.3,200,0,0
0,1646,76,160,1300,1140,1,9.0,9076,2,10,9,98.7,13.6,9.0,2,2.0,0.2,200,1,0
2,2432,138,13,1247,1067,1,10.6,11210,6,59,12,93.5,13.5,13.0,5,2.0,1.0,200,7,0
0,3869,112,0,1097,960,0,7.8,4081,9,28,14,87.7,12.5,17.0,7,4.0,0.3,200,9,0
47,6649,23,0,1146,1027,0,9.6,7965,13,5,7,103.1,13.6,12.0,4,3.0,0.0,783,0,1
2,5519,3434,461,889,813,38,7.1,5675,28,29,9,56.4,9.2,17.0,10,0.0,0.6,200,2,0
4,4904,2815,393,1068,851,0,9.5,9971,3,16,10,99.4,14.1,9.0,3,3.0,0.3,200,2,0
3,5531,4351,0,1074,962,40,6.7,3046,9,41,754,87.4,13.3,14.0,4,7.0,0.4,200,21,0
2,2133,62,0,1186,983,0,8.3,3852,5,24,250,88.0,13.2,10.0,3,2.0,0.2,550,10,0
4,1000,27,182,1493,1195,262,9.7,5588,13,3,14,118.66,14.5,18.0,4,2.0,0.0,200,2,0
0,3492,77,23,1301,1096,241,8.8,4998,5,10,11,110.2,13.6,14.0,4,2.0,0.2,200,3,0
7,3146,80,4,1158,1004,0,8.4,4097,5,13,25,99.4,13.5,9.0,2,7.0,0.2,616,4,0
4,1765,2854,0,1436,1227,224,9.2,5080,5,8,14,105.5,13.5,14.0,4,3.0,0.1,200,2,0
0,3282,2465,0,1069,962,0,8.5,10010,6,10,10,85.4,12.42,12.0,3,1.0,0.4,200,1,0
2,6348,26,20,1365,1110,208,8.7,4270,7,26,15,103.4,13.6,13.0,2,0.0,0.4,200,5,0
0,1214,10,0,1035,955,0,8.9,9363,6,8,9,95.4,13.7,12.0,4,2.0,0.3,414,1,0
8,2805,2652,216,1326,1083,220,10.3,4231,7,29,14,114.3,14.3,15.0,5,2.0,0.6,200,9,0
2,1324,18,2,1229,1086,0,7.1,8487,12,18,16,87.4,12.3,12.0,3,1.0,0.1,366,7,0
1,1711,2913,1,996,892,2,7.7,4745,6,34,12,96.1,13.1,15.0,2,2.0,1.7,200,3,0
53,2436,75,9,1046,855,0,8.2,4112,5,23,16,98.7,13.6,10.0,2,2.0,0.8,200,2,1
0,1533,135,14,1243,1038,223,9.3,4881,10,14,13,116.8,14.4,15.0,4,3.0,0.3,200,2,0
1,2061,26,208,951,874,0,7.7,3682,16,28,12,95.9,13.3,11.0,0,1.0,0.9,200,1,0
5,2457,3026,28,935,1012,3,6.4,13680,89,39,10,115.7,14.3,18.0,2,4.0,0.3,200,3,0
0,2071,49,0,1105,916,49,11.2,5483,11,28,10,122.3,15.8,17.0,4,6.0,2.6,200,2,0
2,2077,60,5,1188,1011,10,9.1,4978,13,61,12,104.1,14.0,13.0,12,8.0,0.3,550,45,0
0,1420,117,4,958,956,0,8.2,4758,15,5,9,96.8,13.3,9.0,1,0.0,0.3,200,0,0
0,1359,15,2,1072,865,4,8.4,5703,6,11,53,90.5,12.3,12.0,2,2.0,0.2,200,0,0
4,1944,3417,2,1042,908,32,8.9,7681,24,32,11,105.0,14.6,17.0,3,1.0,0.5,200,14,0
3,7726,141,171,1039,863,10,8.4,8759,13,18,9,76.0,11.3,16.0,3,3.0,0.7,200,2,0
3,1700,3114,0,1070,874,2,8.3,6528,13,10,10,98.4,14.3,10.0,13,0.0,0.3,200,0,0
4,2440,3474,21,1133,1070,3,9.9,3152,10,34,242,85.4,12.8,15.0,1,8.0,0.4,590,26,0
5,2314,2476,22,1163,975,5,7.8,9734,22,29,18,109.7,14.3,12.0,11,5.0,0.9,200,2,0
3,1708,2901,88,1069,990,57,8.0,10000,6,32,509,122.0,13.4,14.0,1,1.0,0.4,908,2,0
2,2069,3273,400,1265,1066,246,9.4,4484,10,10,13,110.2,13.9,17.0,2,2.0,0.4,200,4,0
15,1378,11,9,1411,1155,251,11.5,4860,9,8,17,103.4,13.2,15.0,4,3.0,0.0,200,5,0
9,4642,2903,248,1154,894,142,10.4,4725,11,39,332,117.5,15.0,16.0,3,7.0,0.8,200,24,0
1,1692,36,37,936,860,36,8.4,7138,9,4,13,101.3,14.5,20.0,2,1.0,0.1,200,1,0
81,5333,108,169,1268,920,190,8.9,3834,19,7,17,116.7,14.6,16.0,1,3.0,0.4,200,0,1
6,1000,27,0,1491,1209,283,8.8,4643,20,55,14,111.2,13.6,21.0,3,4.0,0.5,200,3,0
2,1692,120,14,1585,1232,276,10.7,4705,7,146,15,116.6,14.3,15.0,5,0.0,0.3,892,2,0
3,6056,3642,3,1089,903,0,7.5,4148,5,32,13,90.9,12.3,14.0,4,2.0,1.3,706,6,0
1,2766,5,1,969,832,82,6.8,6875,9,27,7,107.8,13.8,14.0,0,2.0,1.6,200,6,0
1,2269,12,3,1256,993,1,7.2,5039,10,37,15,92.8,12.7,12.0,2,2.0,1.2,282,3,0
1,2202,128,10,913,773,76,8.6,9639,13,30,9,96.8,13.3,13.0,2,11.0,0.8,200,3,0
6,2397,3268,72,1000,994,37,9.1,2699,5,23,9,94.7,12.6,9.0,4,0.0,1.1,438,2,0
2,3492,29,1,1280,1154,111,9.8,8069,23,16,11,107.4,15.1,12.0,2,14.0,0.5,200,2,0
9,5355,3084,229,1065,960,44,8.7,10360,22,13,10,96.2,13.3,14.0,1,2.0,0.4,200,0,0
0,2034,22,2,1003,946,40,8.3,7883,25,9,5,104.2,14.3,17.0,1,0.0,0.2,529,2,0
3,4975,59,3,1204,1013,0,7.7,12110,16,29,11,116.9,15.6,15.0,3,4.0,1.0,200,2,0
2,3088,2325,0,1297,1107,3,9.5,5941,21,7,22,114.4,14.1,22.0,3,1.0,0.2,375,2,0
0,2393,44,15,1004,837,0,7.8,4906,14,13,13,107.5,14.2,11.0,2,3.0,0.4,200,1,0
3,2143,4314,16,1158,1234,2,8.8,4936,5,28,12,93.2,12.4,9.0,5,1.0,0.6,488,1,0
296,2212,126,6,712,593,2,4.9,3779,2,20,4,87.1,11.4,11.0,2,2.0,0.7,200,2,1
2,3363,39,0,978,962,0,6.1,4313,14,9,6,104.5,14.0,10.0,5,3.0,0.4,200,0,0
7,1293,2150,167,1099,938,5,7.3,4125,13,69,27,105.2,13.8,11.0,6,3.0,0.6,200,17,0
0,1679,138,18,1091,954,2,8.2,10460,24,11,14,96.8,13.4,19.0,3,2.0,0.1,879,2,0
3,4701,21,2,1196,979,0,7.9,7649,8,23,8,79.8,11.8,12.0,5,2.0,0.4,200,3,1
2,1318,2935,26,1306,1107,2,9.4,5591,19,11,247,97.7,13.5,12.0,3,1.0,0.0,200,3,0
0,2057,95,6,1172,951,3,8.7,4201,11,41,17,98.8,13.6,12.0,7,3.0,0.3,1257,38,0
6,1892,2890,105,1474,1211,121,8.6,12550,27,46,11,114.7,14.5,18.0,2,3.0,0.1,375,4,0
26,4701,18,8,1120,942,41,8.4,10710,10,14,18,98.8,14.2,17.0,2,0.0,0.5,200,9,1
5,5802,115,9,1204,1084,98,8.7,8603,14,8,36,101.6,14.0,13.0,2,2.0,0.0,200,46,0
3,1819,78,4,1060,894,183,9.3,4049,3,9,11,115.9,14.0,13.0,2,3.0,0.2,200,2,0
3,2001,15,21,1098,885,50,9.6,7782,21,57,36,112.9,14.8,13.0,3,3.0,0.8,200,3,0
3,4001,35,186,961,867,33,7.8,4989,3,26,11,99.0,13.8,11.0,4,0.0,0.4,200,0,0
1,2067,73,5,1256,1018,49,8.3,4772,15,89,12,86.9,12.6,14.0,6,4.0,0.4,200,96,0
1,3104,3107,2,863,756,0,6.7,3702,17,12,15,104.5,14.2,16.0,1,1.0,2.3,200,2,0
5,1884,2255,1,1214,1009,42,8.3,8420,29,28,9,90.2,12.1,14.0,1,2.0,0.7,200,3,0
0,5585,3115,107,1151,1007,58,7.7,2983,7,16,982,98.1,13.4,10.0,4,0.0,0.4,986,2,0
4,2717,2884,126,1211,1006,2,9.7,8112,6,12,28,85.1,12.3,10.0,3,1.0,0.1,200,4,0
5,1681,3523,38,1186,970,1,10.0,7020,18,81,11,95.6,13.3,18.0,3,1.0,1.2,375,6,0
0,3266,59,0,1068,837,0,7.9,4296,5,14,10,90.6,12.5,10.0,2,0.0,0.4,900,2,0
1,3080,147,6,1276,1106,2,8.6,4114,15,23,276,89.5,13.2,12.0,4,5.0,0.1,200,37,0
0,1996,35,4,926,858,57,8.7,9668,14,8,9,94.9,13.0,14.0,3,2.0,0.0,200,4,0
2,2043,2574,117,1062,869,6,7.7,4505,16,45,9,94.3,13.2,84.0,3,1.0,3.0,200,18,0
0,2054,3025,3,1096,808,14,9.8,4042,11,74,45,95.6,13.0,10.0,7,4.0,0.5,564,50,0
0,3499,3,184,1368,1102,246,7.4,4477,15,38,14,98.6,13.0,18.0,0,2.0,0.6,200,5,0
4,1373,2809,180,1000,777,160,10.5,3253,7,17,428,135.1,15.8,15.0,0,8.0,1.2,200,4,0
40,1212,106,0,1112,927,0,8.0,4294,6,56,14,97.7,13.3,50.0,5,2.0,2.7,412,15,0
0,2183,142,19,1298,1148,255,9.4,5330,13,3,13,110.4,13.9,15.0,2,4.0,0.1,200,0,0
3,1840,3348,395,1065,930,44,8.6,7765,22,28,11,121.3,14.8,16.0,3,4.0,0.8,200,2,0
8,2944,2968,101,1290,1057,4,10.4,7213,11,34,22,83.8,11.9,11.0,4,2.0,0.3,200,8,0
2,3111,2946,354,1052,884,3,8.3,8395,9,60,16,96.9,13.4,17.0,4,3.0,1.9,375,10,0
12,1360,749,14,1025,806,1,8.3,4269,17,11,11,96.5,13.3,9.0,2,2.0,0.2,560,2,0
0,1334,22,138,1097,939,3,7.0,3649,12,45,10,103.2,13.6,9.0,6,4.0,0.2,360,13,0
20,10884,49,3,941,875,5,11.1,4609,17,8,12,105.4,13.8,19.0,4,2.0,0.3,550,4,1
0,4071,176,6,1156,1045,0,8.6,9485,10,10,30,91.1,13.1,11.0,3,2.0,0.1,200,1,0
4,5409,84,9,1252,1154,12,8.2,10068,10,14,14,106.7,13.9,10.0,2,0.0,0.1,200,3,0
5,1386,2887,122,1103,944,45,8.0,10030,21,24,9,107.5,14.4,14.0,2,1.0,0.7,200,3,0
4,9146,3391,0,1199,1020,185,9.4,4324,18,10,11,108.9,13.7,15.0,4,2.0,0.1,8250,4,0
4,1718,2000,139,1332,1134,0,8.8,6657,115,10,256,97.1,13.8,12.0,2,0.0,0.3,200,0,0
0,1386,153,19,1289,1003,0,8.1,4838,5,8,14,93.2,12.8,10.0,3,2.0,0.2,586,1,0
3,5809,58,2,1099,955,11,7.3,4071,11,47,14,99.3,13.1,9.0,3,2.0,0.4,375,30,0
3,4154,94,6,278,258,2,2.8,6355,0,15,1,120.3,13.1,7.0,2,1.0,0.1,200,4,0
4,2735,3716,1,1199,1056,42,8.2,10140,10,8,8,99.4,14.1,14.0,2,3.0,0.5,1950,6,0
2,2515,3779,2,1092,912,41,7.8,4475,11,19,8,88.0,13.5,13.0,0,4.0,0.3,424,2,0
5,2399,316,2,1308,1130,6,8.8,6118,28,21,23,114.1,14.1,29.0,13,3.0,0.2,1599,1,1
4,1186,2701,4,1240,1085,19,8.6,9802,19,18,17,94.2,12.8,13.0,3,3.0,0.4,386,2,0
6,1166,2877,26,995,864,49,9.0,7519,11,9,38,116.5,14.9,14.0,0,3.0,0.2,366,2,0
11,1779,7,13,1223,1029,53,9.2,6540,20,17,38,110.8,14.4,13.0,3,3.0,0.5,200,1,0
2,1391,3048,100,1227,968,53,8.3,11820,5,13,10,95.7,13.6,15.0,2,2.0,1.0,550,2,0
8,1715,3002,147,1140,967,1,8.3,4375,5,24,16,98.3,13.4,9.0,12,3.0,0.1,200,40,0
4,4204,126,6,1289,1121,250,8.5,4991,22,13,25,106.0,13.5,14.0,2,2.0,0.6,550,6,0
0,4628,73,0,1129,957,45,9.4,4390,13,9,78,96.3,13.4,16.0,3,3.0,0.0,200,353,0
0,1685,211,8,123,96,16,1.7,7471,9,16,2,119.9,12.8,8.0,1,1.0,0.5,200,6,0
4,3687,28,7,1197,932,42,5.9,10560,27,80,10,202.6,29.9,242.0,1,7.0,5.4,200,4,0
7,5572,3304,139,1086,924,17,7.9,4229,7,39,10,90.2,12.5,12.0,7,0.0,0.2,200,44,0
5,1157,2599,9,1356,1216,2,10.4,12880,11,18,13,92.7,13.5,12.0,2,2.0,0.9,357,6,0
0,1233,131,9,1404,1285,249,11.8,4714,3,6,13,129.9,15.3,16.0,4,2.0,0.1,200,0,0
11,1609,3018,104,919,826,153,10.3,3175,10,14,425,115.4,14.2,17.0,3,4.0,0.1,200,2,0
1,2486,119,7,1162,1013,1,7.7,4341,2,36,15,89.5,13.0,13.0,7,7.0,0.5,1686,13,0
3,2048,15,0,1193,992,48,7.7,4062,15,15,13,107.3,13.9,14.0,1,2.0,0.4,1250,1,0
4,4551,2449,10,1162,923,9,8.6,4156,16,83,12,87.2,13.0,14.0,4,6.0,1.2,200,45,0
2,2438,3080,1,1063,976,0,9.0,4148,5,3,9,100.1,13.7,10.0,3,1.0,0.0,550,1,0
79,3097,25,16,1299,1089,39,6.9,3780,5,31,814,86.6,13.0,13.0,2,5.0,0.2,200,49,1
9,2017,4083,283,1205,1039,211,9.2,3588,7,13,13,121.6,12.9,17.0,2,3.0,0.7,200,1,1
2,3470,3407,201,1053,941,42,9.1,9205,5,6,9,97.7,13.3,23.0,4,0.0,0.1,424,2,0
1,1000,117,17,1327,1038,23,5.8,7217,24,17,14,115.8,9.8,309.0,6,3.0,0.4,200,42,0
16,2003,31,41,987,846,26,7.4,3752,10,41,18,97.2,13.3,11.0,5,2.0,0.3,200,25,0
0,2393,106,0,1064,930,0,10.6,7561,5,13,23,100.7,11.5,12.0,3,1.0,0.1,200,1,0
2,4015,17,3,1105,821,148,9.3,4071,11,50,376,106.2,13.9,14.0,1,6.0,1.0,200,17,0
0,1713,19,163,1218,1081,221,8.2,4528,3,9,8,95.0,12.4,13.0,3,2.0,0.1,552,2,0
0,2372,149,8,1078,895,0,8.0,3991,44,44,14,106.4,14.2,12.0,3,2.0,0.8,200,2,0
2,1706,136,10,1082,890,104,7.3,8659,16,38,10,101.8,12.7,12.0,4,1.0,1.5,200,3,0
2,3811,104,6,1235,1023,158,10.1,6687,14,182,433,109.0,14.1,17.0,4,9.0,1.8,200,28,1
0,5622,2643,2,1043,859,0,7.7,4114,12,18,9,92.2,12.8,10.0,1,2.0,0.5,200,4,0
3,2927,3504,14,1034,955,0,8.5,3602,5,21,11,98.4,13.0,9.0,5,2.0,1.3,388,3,0
3,3479,55,0,1165,1058,41,8.0,7136,2,16,11,101.8,13.0,14.0,2,2.0,0.4,200,2,0
1,2087,115,13,913,734,137,10.1,5507,13,12,317,116.5,14.0,13.0,0,3.0,0.5,1287,1,0
8,2291,9,2,1340,1111,240,9.7,4101,14,5,13,114.8,14.2,16.0,2,2.0,0.0,200,0,0
2,63454,132,16,1285,1055,211,9.4,4364,21,12,13,116.8,14.9,16.0,2,2.0,0.9,1600,3,0
0,2761,15,3,1117,908,2,8.2,6240,5,47,18,100.5,13.5,16.0,4,2.0,1.8,200,4,0
0,2750,2775,110,1017,980,3,8.2,4185,12,13,14,90.5,12.5,9.0,3,1.0,0.3,419,4,0
2,1171,1964,8,1222,907,30,9.7,3490,6,13,650,88.2,12.7,14.0,2,6.0,0.1,375,20,0
4,1417,3142,96,1105,916,22,7.4,4000,14,44,59,97.8,12.9,14.0,5,4.0,0.3,200,60,0
8,1566,2274,161,936,817,156,10.4,3587,7,11,391,107.8,13.8,17.0,0,2.0,0.7,200,1,0
5,1231,3345,3,1042,855,0,8.3,3546,12,6,6,99.9,13.4,9.0,3,1.0,0.1,200,0,0
0,1430,140,17,1047,920,182,9.7,3574,16,12,462,119.9,14.2,13.0,2,2.0,0.1,200,2,0
3,5575,86,181,951,859,40,7.8,9118,32,26,11,85.7,12.6,13.0,1,2.0,0.7,200,2,0
5,1275,2698,2,1371,1133,221,10.8,5612,9,47,15,123.9,15.4,16.0,3,3.0,1.8,475,16,0
5,5001,7,171,953,786,20,10.5,5731,28,42,9,82.9,12.1,15.0,1,4.0,1.4,200,2,0
0,1324,181,16,1153,927,45,7.3,3820,7,25,12,101.4,13.4,12.0,2,1.0,0.4,524,2,0
130,1317,32,1,975,825,172,7.7,3952,43,19,445,122.9,14.7,16.0,2,2.0,0.8,200,4,1
11,1924,146,12,1224,1052,15,8.2,8168,11,11,8,102.7,13.7,11.0,2,0.0,0.2,200,3,0
1,3490,150,20,1342,1088,4,9.0,6413,8,11,14,117.4,14.3,23.0,3,4.0,0.2,200,2,0
2,2403,4388,483,966,852,0,7.4,3753,6,18,17,91.3,12.4,8.0,3,2.0,0.8,529,1,0
3,1181,2396,3,1026,899,0,9.3,10390,6,16,8,95.2,13.8,9.0,4,3.0,0.3,200,3,0
13,2127,4274,17,1102,943,177,9.7,4123,4,11,443,115.3,14.0,17.0,5,2.0,0.0,375,17,0
2,2437,46,168,1186,1001,198,7.9,4117,1,15,11,73.3,10.8,17.0,1,2.0,0.6,200,2,0
2,2599,37,6,1081,914,52,8.4,6255,12,21,7,116.4,14.0,15.0,2,5.0,1.5,200,4,0
2,1714,37,198,838,731,3,7.2,3489,13,13,13,94.2,13.1,16.0,0,4.0,1.4,200,5,0
3,1569,2100,3,1221,1081,4,9.0,5351,12,5,31,101.4,13.3,17.0,0,2.0,0.0,375,2,0
0,1406,141,21,882,744,21,6.5,8033,7,9,16,105.3,12.7,12.0,0,3.0,0.2,606,1,0
10,1377,2871,217,1298,1124,248,9.0,4921,15,4,17,116.7,14.2,16.0,2,2.0,0.0,200,18,0
3,4131,33,20,862,1241,47,7.8,4211,13,25,14,101.7,13.5,15.0,1,2.0,0.3,200,6,0
2,1346,2796,194,1305,1090,200,8.9,4688,7,17,14,120.0,14.6,14.0,0,3.0,1.1,200,0,0
3,2120,2107,2,1473,1132,0,8.9,5818,13,8,286,96.4,13.3,14.0,0,0.0,0.0,395,1,0
3,2213,57,6,1135,954,1,7.3,5165,23,29,231,84.2,12.0,12.0,3,0.0,0.8,200,18,0
3,8704,3448,44,1062,820,23,9.2,3427,7,7,23,97.5,13.0,9.0,2,3.0,0.3,375,0,0
4,2506,32,4,1204,989,1,8.1,6737,10,37,12,89.7,12.7,13.0,3,1.0,0.7,200,3,0
0,6618,53,5,1142,875,13,8.0,4235,4,76,23,93.4,12.7,12.0,6,3.0,0.6,200,91,0
4,1883,3972,2,984,880,41,8.3,5809,16,31,11,86.3,12.5,15.0,1,2.0,1.0,375,3,0
2,5622,3083,93,1093,934,2,5.6,3619,12,20,7,102.0,13.8,13.0,3,0.0,1.7,200,7,0
3,2129,7,147,1157,978,67,10.2,7623,11,24,41,123.4,15.2,14.0,3,2.0,1.2,200,2,0
0,4502,2630,2,1413,1190,277,8.6,4772,20,27,15,112.4,14.0,17.0,1,11.0,1.0,200,3,0
2,6415,3480,3,1155,891,0,7.6,3869,5,37,16,99.3,13.6,11.0,5,3.0,1.8,200,26,0
5,3794,3779,520,1039,1151,44,8.4,7134,5,9,9,92.5,13.1,15.0,5,0.0,0.2,690,3,0
0,6230,63,0,1040,872,3,8.2,3565,12,44,9,85.8,12.1,15.0,4,5.0,0.4,200,30,0
2,2398,26,20,1502,1410,290,9.3,5602,9,11,14,100.5,13.0,14.0,5,2.0,0.3,200,1,0
308,2392,61,0,1147,1060,41,9.3,3681,5,23,10,110.0,13.9,16.0,3,2.0,0.7,484,2,1
2,1727,3246,1,989,893,0,9.2,3934,5,6,9,104.6,14.0,10.0,3,1.0,0.6,278,0,0
6,2081,2681,206,1060,850,180,10.1,4325,17,9,448,118.4,14.2,14.0,2,3.0,0.3,200,1,0
89,1718,73,12,1026,902,17,8.2,3977,16,17,14,87.2,13.1,10.0,9,2.0,0.0,375,5,1
0,2753,29,2,1187,1074,44,8.0,10250,22,22,12,103.6,12.7,16.0,3,7.0,0.5,200,1,0
0,1689,27,183,1146,975,189,9.3,3600,10,20,462,119.3,14.6,12.0,2,2.0,0.2,200,3,0
1,2186,18,0,1047,923,1,7.4,3708,13,30,15,91.9,12.7,11.0,4,0.0,0.9,564,3,0
0,1168,207,1,1146,1068,3,8.7,6297,27,15,15,120.4,14.6,18.0,2,2.0,0.9,368,2,0
1,2417,97,8,964,775,165,10.0,3376,9,10,414,123.4,14.7,15.0,2,8.0,0.2,1617,2,0
3,2653,3431,2,902,800,33,8.6,7094,11,12,82,104.0,14.3,13.0,1,1.0,0.4,468,5,0
1,4801,35,21,1217,1060,204,9.0,4671,1,15,14,105.7,13.6,15.0,3,3.0,0.4,200,1,0
4,4303,1958,4,1016,837,37,8.4,4896,37,24,12,95.3,12.9,17.0,3,0.0,0.7,200,2,0
0,5355,6,7,1073,965,46,8.2,9840,24,21,12,84.5,12.4,13.0,1,0.0,0.8,200,3,0
9,1213,2407,6,1247,1069,230,9.3,3660,6,11,13,116.1,15.0,15.0,2,2.0,0.6,445,2,0
0,4214,33,0,1363,1140,231,9.8,5003,4,2,13,114.9,14.3,16.0,2,2.0,0.0,200,9,0
1,1399,17,0,1177,950,2,8.9,6729,6,10,9,92.1,12.9,12.0,0,2.0,0.0,200,0,0
3,2040,290,12,1284,1122,1,9.5,5797,34,26,277,91.2,13.0,11.0,0,1.0,0.1,200,6,0
0,1670,206,6,873,908,129,5.2,4189,10,37,344,113.4,14.1,14.0,2,3.0,1.3,515,14,1
0,3096,77,3,1231,983,0,9.0,7078,22,8,10,92.6,13.0,12.0,2,0.0,0.0,375,1,0
2,1357,144,19,1020,824,37,8.3,9111,1,41,12,98.2,13.4,17.0,2,1.0,1.1,200,2,0
0,5207,11,1,1289,1001,0,7.9,4890,5,26,18,96.3,13.2,10.0,4,3.0,0.9,200,4,0
0,3192,91,8,1446,1210,0,8.7,7136,9,7,286,93.1,13.3,13.0,3,0.0,0.0,200,0,0
0,7084,14,5,1032,871,4,8.1,3991,6,45,21,91.9,12.4,12.0,3,3.0,0.6,200,32,0
5,1142,2722,19,1232,1033,209,10.2,4699,7,14,10,117.1,14.6,16.0,3,6.0,0.8,342,1,0
3,1333,38,0,1305,1169,143,8.4,7190,2,10,10,109.6,14.2,25.0,3,2.0,0.7,200,3,0
3,2094,2911,2,1043,939,39,8.2,7759,8,12,12,102.8,14.8,17.0,2,0.0,0.9,400,2,0
2,3909,3,2,1147,1006,29,10.2,6659,16,57,10,107.8,14.4,13.0,4,3.0,1.5,200,7,0
0,8861,9,3,1250,1014,6,7.9,6735,1,22,200,89.1,12.7,13.0,3,2.0,0.6,200,5,0
2,6170,3358,476,1208,981,45,9.0,10270,13,25,9,110.5,14.8,13.0,2,2.0,0.3,375,2,0
4,6958,206,5,1326,1043,1,8.4,12150,8,21,15,98.9,13.6,14.0,5,2.0,0.3,558,8,0
0,1384,9,162,998,868,0,9.2,7964,13,6,8,88.1,12.6,14.0,1,3.0,0.1,366,0,0
2,1368,3408,126,1117,1017,47,7.9,10430,5,15,8,85.8,12.4,13.0,2,1.0,0.6,200,2,0
4,1191,2272,23,1152,971,0,8.6,8485,2,9,11,93.3,13.3,15.0,7,3.0,0.2,200,1,0
0,3090,15,1,1424,1113,244,10.8,3945,4,32,10,121.9,15.2,20.0,3,4.0,1.9,200,59,0
1,2022,210,17,1090,934,0,7.6,3846,15,41,13,98.5,13.6,11.0,2,1.0,1.2,1222,2,0
1,3865,25,173,1091,1005,198,9.7,3718,16,9,456,121.3,14.4,13.0,3,2.0,0.0,200,2,0
4,1915,3309,5,1094,925,41,8.3,10150,13,56,13,97.5,13.6,20.0,3,1.0,1.7,375,10,0
1,6120,125,5,1380,1172,0,8.6,5240,5,38,263,97.6,13.7,12.0,2,1.0,0.7,200,2,0
3,1360,2918,101,884,746,155,9.4,4862,18,36,311,99.0,13.0,16.0,3,2.0,0.9,200,16,0
1,1686,143,15,1551,1304,198,8.4,7673,17,74,16,123.2,16.3,84.0,5,3.0,3.9,886,5,0
5,1774,48,3,2132,1743,89,10.8,6518,126,110,26,135.0,17.2,24.0,5,3.0,0.7,200,7,1
3,3951,3835,1,1141,921,0,8.4,4472,5,9,15,101.5,13.8,10.0,5,2.0,0.2,200,3,0
1,2388,79,6,900,799,3,6.2,6226,7,9,9,71.5,10.2,11.0,1,0.0,0.0,200,0,0
0,1352,28,0,1229,972,227,8.8,4285,11,23,28,118.0,14.5,14.0,4,1.0,1.1,200,1,0
6,1339,3025,148,1333,1129,241,9.4,4847,28,17,9,107.5,13.6,17.0,5,1.0,0.3,200,9,0
1,3781,35,10,1113,923,5,7.8,4186,5,26,16,94.0,12.6,17.0,3,1.0,0.9,546,2,0
9,2063,3034,54,1292,1038,214,9.7,3769,17,13,6,112.2,13.9,12.0,4,7.0,0.6,200,1,0
177,2855,27,120,1069,997,46,8.4,7897,11,31,12,108.0,13.8,14.0,3,8.0,0.4,200,3,1
0,4059,6,149,1042,875,1,8.7,4026,13,31,17,88.6,13.1,14.0,7,3.0,0.1,200,12,0
0,7125,3085,107,973,815,9,5.6,3430,15,26,8,104.5,14.0,18.0,4,1.0,2.0,725,11,0
3,1354,2584,2,1131,933,3,10.6,4670,10,68,17,108.2,14.8,14.0,6,10.0,1.9,200,16,0
0,10237,283,32,1100,971,27,11.1,4083,8,11,55,90.9,13.0,15.0,4,3.0,0.0,200,371,0
2,1723,768,21,1259,1120,122,10.1,6091,19,30,12,108.3,14.3,15.0,2,1.0,1.5,923,4,0
0,1000,63,6,1167,970,0,8.0,5138,11,14,234,90.5,12.9,11.0,2,1.0,0.5,200,2,0
1,1758,378,8,1107,921,1,9.6,3628,27,60,13,89.8,12.5,13.0,25,1.0,0.9,958,36,0
123,8945,132,198,1114,1030,6,8.5,7135,5,12,67,82.7,11.3,11.0,0,1.0,0.2,200,1,1
