CA,ANONYMOUS_1,AL,PQINDEX,P,FE,V40,ZN,B,S,SI,MO,NA,CU,ANONYMOUS_2,BA,MG,K,CR,MN,Y_LABEL
209,1373,1,1307,1151,1904,166.3,17,12,27150,76,0,4,4,200,1,139,1.0,658,18,1
2878,1493,3,661,941,196,128.1,33,127,19490,12,0,0,16,200,0,4,1.0,1,1,0
93,2439,1,609,362,88,139.2,12,9,11860,2,0,3,0,1639,0,2,2.0,1,1,0
3,2367,1,711,1142,146,56.2,1341,15,3621,15,5,21,6,200,0,9,1.0,3,5,1
3184,2437,7,5068,851,1650,129.6,158,88,16110,1219,7,6,174,1600,1,25,16.0,21,23,0
137,2140,2,419,1157,400,107.2,1395,5,10050,62,3,5,24,1340,0,10,2.0,2,14,0
3359,6002,0,1202,1033,1196,47.3,1197,2,4034,15,25,7,10,200,0,8,2.0,9,42,0
19,5588,1,15136,328,493,155.6,212,7,15150,246,9,6,4,200,0,18,10.0,5,6,0
2543,1204,5,23,619,179,155.7,15,3,25930,4,0,2,10,200,5,2,0.0,2,3,0
2711,1689,4,120,889,54,130.4,13,119,18340,4,0,0,12,399,0,3,1.0,3,0,0
3237,3055,2,5,126,2,64.5,75,0,4414,4,0,0,5,200,0,0,1.0,0,0,0
2402,1390,2,115,2721,1381,138.8,37,14,34730,3,9,2,3,590,0,7,0.0,3,10,0
2875,1305,1,5,1104,7,109.0,1309,107,4208,50,0,12,3,505,0,11,0.0,0,0,0
58,2611,0,1049,2100,3607,142.5,42,2,25800,42,107,8,14,200,0,0,2.0,17,33,0
116,5710,1,45,421,32,150.1,28,3,25050,2,0,0,4,200,0,9,0.0,0,0,0
3538,2630,3,71,480,87,124.1,76,525,18240,6,2,0,6,200,0,5,0.0,2,1,0
33,2054,1,37,2000,40,142.7,20,8,28180,1,2,3,0,200,0,1,0.0,0,2,0
2212,3981,3,140,1156,155,60.4,998,3,10260,11,2,2,446,200,1,7,0.0,0,11,0
188,1690,2,53,184,110,162.1,17,18,12380,3,0,2,3,200,0,0,0.0,0,1,0
2963,1368,2,200,1866,149,132.7,12,105,24720,1,2,2,3,200,1,3,0.0,0,2,0
122,2394,5,97,2012,99,181.5,59,0,27340,16,1,5,3,1594,0,1,1.0,1,1,0
2879,3774,1,503,1603,220,130.0,32,0,24840,7,3,8,7,200,0,2,1.0,2,3,0
99,4519,0,217,723,117,132.4,30,0,16900,6,0,0,0,200,0,0,2.0,1,1,0
162,1373,0,125,916,239,153.5,60,17,25510,3,0,3,58,200,0,2,2.0,3,3,0
51,1702,1,111,481,140,152.5,14,169,21070,16,0,0,2,200,0,3,0.0,2,0,1
335,8909,3,75,2369,277,139.0,9,9,35600,2,0,2,3,200,0,0,2.0,1,2,0
101,3543,2,1173,669,975,134.0,19,10,27100,233,2,6,5,200,0,44,6.0,18,23,0
63,2462,167,974,324,1917,130.1,22,0,18340,575,0,6,3,624,2,9,21.0,18,14,1
144,3170,2,309,1052,129,110.9,1175,5,6163,35,1,2,9,200,0,9,2.0,1,2,0
34,3055,0,37,2003,29,190.8,21,3,29170,21,0,2,13,200,0,2,0.0,0,0,0
2372,1342,3,864,1014,528,126.3,51,3,18650,255,2,0,67,200,1,4,6.0,6,5,0
125,2462,0,40,330,76,129.4,44,0,20040,9,0,2,3,624,0,0,3.0,0,0,0
3814,1878,2,102,2130,256,135.5,126,564,26210,13,10,5,4,200,0,10,2.0,2,3,0
19,6028,0,282,1025,125,122.2,40,0,19800,48,6,3,0,200,0,6,2.0,2,1,0
40,6180,1,214,224,275,134.4,57,5,5115,9,0,5,90,200,0,0,2.0,5,5,0
40,4787,1,23,381,106,136.4,84,0,23820,5,2,0,8,200,0,2,1.0,2,1,0
2965,2469,4,71,2244,285,131.7,28,349,26880,7,5,3,2,200,0,0,0.0,3,2,0
139,2034,0,2320,297,2078,155.5,363,171,5053,42,0,6,568,200,0,2,2.0,42,32,0
31,2192,0,157,238,82,194.2,12,174,17940,17,0,0,0,200,0,1,0.0,1,0,0
3288,1580,10,25,209,184,150.8,23,398,6246,7,0,2,22,200,0,1,1.0,3,3,0
2740,2596,8,131,397,154,155.0,27,176,12800,11,1,0,0,200,0,3,0.0,9,1,0
3450,1779,2,73,801,435,147.6,14,105,27670,9,0,3,14,524,1,8,2.0,4,5,0
113,3102,0,77,1006,78,57.2,1086,0,3600,4,0,1,25,200,0,8,0.0,0,0,0
3305,8424,4,39,392,18,138.6,23,1,25280,2,0,0,3,375,0,6,1.0,0,0,0
2524,1394,3,84,2273,159,138.9,116,2,29250,10,4,8,4,200,1,0,1.0,2,2,0
266,7335,2,102,161,64,143.7,10,10,12220,2,0,0,0,200,0,0,0.0,0,0,0
123,2436,3,38,1993,87,144.0,7,14,31670,1,3,0,6,200,0,0,0.0,0,0,0
213,2118,2,920,2634,3319,138.9,22,10,36720,75,33,1,19,200,0,0,0.0,48,42,0
3752,1735,1,239,1156,153,110.5,1286,120,4058,69,0,18,49,641,0,13,2.0,1,10,0
2134,1170,2,33,375,25,150.4,28,2,17930,3,0,0,0,370,2,0,0.0,0,0,0
127,2117,0,257,2309,638,140.7,18,17,33400,3,0,2,3,200,0,2,0.0,3,5,0
61,7237,0,69,432,57,162.3,6,6,25680,3,0,0,0,200,0,1,1.0,0,0,0
60,6233,0,1100,774,731,144.5,100,4,21440,233,0,6,3,200,0,6,17.0,6,9,0
40,4154,0,33,2203,86,184.2,21,4,26940,19,3,0,2,200,0,2,0.0,1,2,0
14,2038,0,51,583,48,122.5,209,167,20110,6,22,5,1,200,0,2,2.0,0,0,0
4,1737,3,1245,1436,343,142.2,38,2,21740,6,5,4,157,200,0,308,1.0,2,4,0
2907,1410,6,51,353,49,144.2,8,6,25440,3,0,0,0,200,0,2,9.0,3,0,0
137,2133,0,1991,606,239,118.8,281,16,22380,13,0,1,1,1333,0,2,3.0,2,2,0
369,5275,1,310,128,352,145.1,5,13,14160,80,0,0,0,853,0,0,2.0,4,2,0
2919,2176,2,181,2608,1611,143.6,8,165,36580,4,4,2,2,200,0,2,15.0,4,11,0
64,1741,1,208,2409,78,138.8,14,21,34990,19,6,2,4,200,0,2,0.0,0,2,0
3000,3714,7,292,252,71,162.4,20,113,16590,1,0,2,1,200,0,2,4.0,1,1,0
3229,2311,9,473,261,134,163.8,32,157,9817,13,2,4,0,200,0,2,57.0,3,1,0
186,1750,0,639,276,232,141.8,12,2,11610,67,0,5,1,900,1,6,4.0,3,3,0
3510,7302,1,205,341,132,149.3,25,116,17120,3,0,4,26,965,0,1,2.0,3,3,0
163,1366,0,94,441,51,148.5,31,20,13160,14,0,4,0,566,0,0,1.0,1,1,0
80,1909,0,8,2248,12,150.8,79,209,24100,1,0,3,4,853,0,4,2.0,0,0,0
2487,3333,4,230,171,284,157.9,73,323,20910,3,0,2,53,200,0,35,2.0,5,3,0
125,3646,0,350,1085,287,127.8,41,14,13390,6,0,5,1,200,0,0,1.0,2,4,0
4236,3830,2,1638,780,792,136.1,7,85,17340,387,0,0,2,497,0,1,28.0,7,7,0
117,1320,0,56,598,42,144.2,8,11,27310,2,0,0,0,520,0,0,0.0,1,0,0
61,2037,1,391,461,98,136.7,19,12,15840,2,0,5,0,200,0,2,2.0,2,2,0
15,1876,3,168,973,149,124.7,28,204,20460,4,0,2,30,200,0,1,0.0,3,2,0
162,4770,1,800,1186,550,126.3,24,0,21030,80,0,3,2,200,0,5,3.0,7,6,0
105,2046,0,835,1043,111,135.5,25,23,23740,9,1,6,9,200,0,0,40.0,2,3,0
3164,2255,1,114,258,137,135.4,53,5,20520,9,0,1,82,375,0,0,0.0,4,3,0
41,8868,1,24,1115,29,59.2,1278,6,9171,13,1,3,2,200,0,8,0.0,0,1,0
163,3550,1257,32,2044,492,142.7,45,91,26000,3,0,3,29,200,4,1,0.0,7,6,1
3124,1361,3,1742,405,153,137.4,21,93,14420,5,0,8,0,200,4,2,1.0,2,3,0
3404,3926,6,51,861,47,109.5,1197,5,4673,46,0,0,17,431,0,14,1.0,0,0,0
131,1182,0,271,461,46,136.8,37,18,16790,3,0,2,0,382,0,0,6.0,1,0,0
66,1697,0,10,546,9,147.8,20,2,16410,2,0,3,0,549,0,0,0.0,0,0,0
2383,2073,2,665,527,83,139.2,13,2,15290,1,0,3,0,200,0,1,2.0,0,0,0
12,1809,0,285,234,72,153.1,19,0,7468,2,0,1,0,606,1,2,0.0,1,0,0
113,2087,0,150,267,105,169.9,16,1,12160,7,0,1,2,587,0,0,0.0,2,0,0
159,2026,2,176,746,126,136.7,11,8,26350,3,0,2,2,200,0,3,1.0,2,1,0
3411,2507,0,107,1219,35,114.8,1273,3,6362,57,0,18,12,200,0,12,2.0,0,0,0
24,6222,1,38,2163,46,142.1,112,1,25790,4,0,2,3,522,0,1,0.0,0,1,0
3065,1352,3,78,2643,85,139.7,71,109,34552,4,3,6,3,200,2,2,0.0,2,2,0
2873,1455,2,70,420,75,135.5,70,108,20000,3,0,1,7,462,3,14,0.0,0,0,0
14,6504,0,2,1142,10,120.4,15,2,21380,0,0,2,1,200,0,0,0.0,0,0,0
3479,1160,9,4879,1190,977,122.6,39,31,22530,850,2,8,11,360,3,17,55.0,20,11,0
14,2085,1,114,2125,305,146.7,45,22,28210,7,0,4,1,200,0,4,0.0,2,5,0
37,4977,3,24,2447,31,132.4,99,0,34490,0,22,0,0,200,0,1,4.0,1,2,1
2939,1196,2,157,1825,51,144.0,104,29,29200,5,4,2,0,396,2,2,1.0,0,0,0
168,1686,1,71,2169,37,172.6,28,18,28590,11,0,4,9,200,0,1,2.0,0,0,0
33,2089,0,51,340,51,148.1,49,1,15120,5,2,0,0,200,0,1,2.0,2,0,0
3454,3266,4,9,937,23,56.9,1062,2,3342,6,0,0,7,900,0,8,0.0,0,0,0
3318,7321,3,79,1062,78,116.7,1329,126,4680,70,0,23,9,531,0,13,0.0,1,0,0
3254,1850,2,194,1060,121,110.0,1321,111,4278,50,0,15,30,664,2,11,0.0,1,2,0
13,3594,1,228,1215,427,70.3,1426,1,10400,28,9,15,9,200,0,9,0.0,5,5,0
56,1482,1,12,1312,25,129.3,15,200,22590,0,0,1,5,200,0,2,0.0,0,0,0
44,1329,2,18,2422,101,136.1,48,495,35600,7,12,0,2,529,1,0,1.0,0,2,0
51,4869,0,42,858,42,134.1,44,2,18350,0,5,5,5,200,0,2,0.0,0,0,0
51,2755,1,919,1162,647,69.9,1141,3,8882,23,11,11,13,200,0,7,0.0,6,7,1
89,8041,1,125,1087,53,127.5,97,3,17680,4,13,3,0,200,0,35,0.0,0,0,0
3026,1694,10,6,508,17,129.2,164,197,19740,7,2,2,0,200,0,2,0.0,2,0,0
2876,4185,1,582,1349,266,101.9,1585,7,11920,68,5,0,3,585,0,11,1.0,1,2,0
3248,1681,4,81,1104,704,56.3,1040,12,7810,11,0,2,485,200,0,9,0.0,2,5,0
2822,1996,11,2216,829,587,132.8,132,107,19260,337,3,7,1,200,0,9,33.0,7,6,0
2656,1303,9,97,920,56,130.4,9,121,18970,2,0,2,7,200,0,1,1.0,1,0,0
2656,2495,10,27,2739,118,136.6,56,155,40360,5,12,4,2,200,0,4,2.0,1,3,0
145,2262,3,174,898,60,127.7,30,22,20470,2,6,1,1,200,0,0,0.0,1,0,0
355,1630,0,38,2329,28,180.1,136,11,22590,12,0,3,0,830,0,2,3.0,0,0,0
2662,1527,4,348,408,253,163.5,33,7,17800,12,0,7,0,375,0,2,4.0,6,5,0
50,6758,0,88,222,69,157.1,3,0,20960,4,0,2,0,200,0,0,2.0,0,0,1
3303,2449,4,35,1005,29,61.3,1041,6,4325,4,0,1,46,200,0,5,1.0,0,0,0
3079,1363,3,96,2406,178,144.0,39,94,31810,0,0,2,17,200,2,0,0.0,0,3,0
46,2754,3,274,384,356,171.2,65,7,16740,8,4,0,38,200,0,0,0.0,5,4,0
2770,1439,4,32,2485,196,134.7,80,107,36050,4,10,6,4,200,0,1,0.0,0,2,0
356,2034,2,69,316,203,135.2,18,13,19210,4,0,2,7,1234,0,0,0.0,1,2,0
151,1728,0,106,918,76,141.2,10,43,17970,10,0,11,2,200,0,0,1.0,1,2,0
16,1571,0,147,246,71,137.6,63,4,10190,2,0,0,0,200,2,0,1.0,1,0,0
43,1359,2,60,1623,116,130.6,159,33,21900,7,2,2,4,200,2,2,2.0,0,1,0
3049,8250,10,98,1004,169,127.8,25,124,31050,2,0,1,9,200,0,0,1.0,2,3,0
37,6911,0,1344,962,415,128.1,114,22,20000,72,15,3,2,200,0,5,4.0,3,4,0
126,1352,0,266,376,242,137.1,77,20,24400,30,0,3,1,200,0,1,2.0,2,2,0
3457,2760,3,5354,986,2127,128.2,10,170,19520,634,0,6,6,200,0,6,28.0,15,17,0
42,3790,0,105,166,142,177.7,38,1,15270,11,0,2,29,200,0,0,0.0,2,2,0
3560,4214,0,301,278,98,136.7,7,6,18880,5,0,3,1,550,0,2,2.0,4,2,0
2906,2061,0,39,1122,41,60.5,1313,4,8736,7,0,2,11,575,1,9,2.0,0,1,0
144,1186,0,17,981,20,130.0,31,17,19710,2,3,0,4,200,0,0,0.0,0,0,0
20,2051,1,14,1047,18,128.1,5,71,18330,0,0,3,4,200,0,0,0.0,0,0,0
3394,1844,4,1742,947,1600,58.2,945,14,3538,38,0,3,223,200,0,10,0.0,10,32,0
55,1830,4,733,595,924,155.8,29,2,19920,355,0,8,6,200,0,2,25.0,4,8,0
2893,1169,11,97,929,119,61.0,1085,15,6090,18,3,0,2,369,8,3,0.0,1,1,0
26,5660,4,1465,267,930,190.1,104,6,14540,207,11,2,2,200,1,28,5.0,8,11,0
58,2113,1,6626,505,271,136.4,20,2,23810,12,1,0,5,200,0,0,1.0,3,2,0
880,1701,0,57,2123,46,161.8,388,32,18920,18,0,7,0,901,0,4,3.0,0,0,0
48,4484,1,12,482,8,133.4,28,1,15450,2,1,1,2,200,0,2,5.0,0,0,0
5,1924,0,49,822,41,136.7,35,211,18040,0,0,3,26,200,0,0,0.0,0,0,0
97,5888,2,164,871,125,128.6,10,7,17850,8,0,2,4,200,1,0,0.0,2,1,0
45,1379,3,1145,947,166,140.9,24,99,18460,16,1,11,6,200,5,3,2.0,4,4,0
2880,1508,3,1538,502,289,141.6,26,2,24060,5,1,4,1,200,0,4,1.0,5,3,0
2968,1529,8,47,286,339,142.4,51,216,20320,15,0,2,3,200,0,17,1.0,5,3,0
3240,6880,3,9,852,440,57.1,891,2,2740,7,3,0,80,200,0,8,2.0,3,5,0
2593,1430,5,48,455,130,139.4,22,3,22860,4,0,2,6,200,4,0,0.0,1,2,0
9,1788,0,69,827,16,135.9,38,132,21360,1,0,1,0,200,1,2,0.0,0,0,0
3095,1515,4,1272,1122,2066,128.6,14,155,20790,599,3,3,7,200,1,105,15.0,373,20,0
25,2183,1,19,268,56,198.6,53,13,8027,2,0,2,2,200,2,0,0.0,1,0,0
1392,3099,195,224,1061,105,110.6,197,5,19950,6,0,8,8,200,4,7,3.0,2,2,1
47,4257,1,74,526,86,133.4,45,3,25080,4,0,2,0,200,0,9,0.0,0,0,0
3126,2223,5,165,1946,69,140.7,40,180,23480,3,3,0,4,200,0,0,2.0,1,1,0
3545,1643,4,140,504,196,138.5,35,13,24480,6,3,2,7,387,0,2,0.0,2,2,0
303,1390,0,45,1028,118,124.5,19,127,20470,4,0,0,20,200,1,0,1.0,1,1,0
25,2895,2,524,728,373,99.6,15,3,20220,5,0,0,3,200,0,3,0.0,4,2,0
40,3210,13,5,254,16,139.9,26,16,19150,0,0,0,0,200,0,0,0.0,0,0,0
2765,2579,10,84,862,61,137.1,132,119,19640,0,3,2,15,200,0,3,1.0,0,0,0
18,2048,1,1008,1049,1230,126.7,18,2,21090,164,1,4,4,200,0,26,4.0,12,15,0
30,4882,5,780,959,883,139.3,56,0,26990,5,0,1,37,200,0,2,2.0,10,10,1
4023,3698,0,147,1096,192,60.8,1156,130,5133,12,5,2,4,200,0,7,0.0,1,3,0
41,3265,2,303,445,97,181.0,96,5,13890,8,0,2,1,200,0,2,22.0,1,3,1
3495,1712,2,223,937,113,115.9,1284,14,6469,47,4,0,11,505,0,10,1.0,0,2,0
455,1712,0,372,932,103,114.0,1272,3,6827,46,1,0,9,505,1,10,1.0,0,1,0
3463,1212,4,111,922,63,133.0,13,18,17950,3,0,3,0,200,3,1,1.0,1,1,0
3028,1973,4,126,994,35,129.9,28,5,20280,0,0,0,0,200,0,7,0.0,0,0,0
137,1352,0,269,1132,417,70.8,1433,16,10120,24,12,13,30,200,0,9,2.0,6,8,0
44,3814,31,5197,34,409,194.2,0,4,17860,298,0,7,1,200,0,4,12.0,2,3,0
60,2428,347,1023,1082,378,126.9,32,6,20520,87,0,1,50,200,3,2,3.0,6,3,1
23,4032,0,964,652,735,161.6,31,121,20900,11,0,0,20,200,0,2,1.0,9,7,0
33,1185,1,1288,409,129,140.9,15,4,14200,2,0,5,0,385,5,0,5.0,2,3,0
78,4017,0,12169,1052,410,122.3,31,128,21870,239,2,5,1,200,0,10,11.0,4,4,0
87,7237,0,108,144,62,151.6,14,2,11710,2,0,0,6,200,0,2,0.0,1,0,0
172,1779,1,33,966,37,132.2,10,18,20870,2,0,0,8,979,0,1,0.0,0,0,0
3110,2064,4,283,2363,715,146.1,36,2,30760,25,13,3,7,200,0,3,2.0,11,5,0
24,2302,0,663,288,446,133.6,103,1,9682,8,1,1,150,1502,0,3,1.0,8,7,0
2048,3086,3,118,954,54,129.6,7,73,21440,7,0,0,1,200,0,0,5.0,2,0,0
2931,1247,3,311,455,109,129.4,77,28,25390,8,0,0,4,200,4,3,0.0,1,1,0
145,2105,0,424,2802,965,139.8,6,17,37510,3,3,2,2,200,0,0,3.0,1,7,0
46,5582,2,41,262,75,140.6,20,0,12000,12,0,3,7,200,0,0,0.0,1,1,0
25,2071,0,1549,1138,823,129.4,20,216,21610,480,0,4,4,200,0,6,6.0,10,11,0
133,6546,1,325,864,52,133.2,26,2,18840,2,0,6,0,496,0,0,0.0,0,0,0
4,2085,0,670,240,142,195.2,20,0,13530,4,0,1,0,200,0,0,0.0,2,1,0
28,1366,1,48,215,39,159.5,57,2,12810,18,5,1,0,200,3,5,1.0,0,0,0
2864,2906,2,11,451,106,136.4,47,348,15100,2,0,1,59,375,0,0,2.0,2,2,1
170,3136,0,218,199,69,162.3,46,5,10630,11,0,0,4,200,0,0,2.0,0,0,0
3663,3104,7,2454,2078,255,129.2,97,2,29420,2,13,10,3,200,0,7,2.0,2,17,0
45,1186,4,222,278,260,125.6,50,3,11010,18,0,4,73,386,4,2,1.0,5,4,0
3742,4082,2,62,1003,41,118.7,1354,124,4033,68,0,16,6,643,0,11,1.0,0,0,0
89,2110,0,13630,573,1008,127.4,216,26,11840,573,20,14,5,200,0,8,23.0,11,12,0
3421,3382,3,181,2412,340,140.3,87,18,31790,17,52,7,12,200,0,2,0.0,4,4,0
16,3498,0,144,659,117,152.4,18,145,20580,3,0,2,0,200,0,0,2.0,2,2,0
3397,1410,7,581,1061,528,66.2,1345,108,3297,25,2,18,115,610,0,11,3.0,3,38,0
17,1717,2,95,922,166,118.2,504,4,11400,6,79,4,46,200,0,201,1.0,2,2,0
10,1757,0,370,1389,174,131.0,54,142,16930,8,0,6,0,550,0,3,3.0,2,5,0
162,1695,0,66,1067,64,113.6,151,18,20710,3,0,7,11,200,0,0,3.0,1,1,0
82,2467,2,190,593,185,123.4,258,3,18920,29,26,3,1,200,0,7,3.0,2,2,0
3020,1533,1,64,481,82,140.6,11,0,18170,2,0,2,0,375,0,0,0.0,0,1,0
3208,4985,3,247,497,280,137.9,46,473,22910,28,0,1,1,200,0,2,2.0,2,2,0
143,4627,0,556,273,94,166.3,12,70,21500,10,0,0,0,200,0,2,1.0,0,0,0
17,1416,1,130,479,93,129.2,17,17,25060,2,0,2,3,200,0,4,0.0,0,1,0
53,5568,0,485,900,456,134.2,16,0,17230,154,0,2,2,200,0,2,11.0,4,4,0
31,1368,1,642,2213,110,143.4,24,0,31260,12,0,9,8,200,1,1,3.0,5,4,1
3308,4151,3,579,827,1499,46.1,757,172,4648,18,7,8,18,200,0,0,1.0,20,14,0
142,43710,3,49,943,81,124.4,88,15,18520,2,3,3,107,200,0,10,0.0,1,1,0
2595,1183,7,164,213,227,154.5,41,4,13830,4,0,0,13,200,4,0,0.0,4,3,0
4112,1383,4,260,1279,351,66.4,1359,118,3131,16,2,20,20,583,0,13,2.0,4,9,0
105,2085,1,69,463,72,135.2,36,3,25650,2,0,1,0,200,0,8,6.0,3,1,0
30,4190,3,110,1090,57,116.5,1382,0,6898,50,0,2,9,590,0,12,2.0,0,0,0
2759,1169,3,47,1061,27,127.9,21,2,19560,2,1,1,3,369,3,0,2.0,0,0,0
2397,7081,1,212,2343,576,141.1,6,5,33430,3,0,2,2,200,1,0,0.0,2,4,0
4048,3552,3,329,258,291,135.9,28,510,18600,11,0,2,0,200,0,1,2.0,4,3,0
112,2507,2,18,361,21,145.8,23,13,21050,2,0,0,4,200,0,0,0.0,0,0,0
3209,8325,3,429,422,53,139.5,10,3,12810,1,0,2,0,200,0,0,0.0,0,0,0
3004,1653,9,3042,2144,137,141.7,21,93,23865,12,1,2,5,665,1,6,1.0,3,3,0
3256,1683,2,11525,1757,3373,185.0,1298,7,27190,3341,4,8,1803,200,3,9,49.0,39,44,0
64,7309,0,181,233,41,202.5,22,1,8098,2,0,1,0,200,0,1,0.0,0,0,0
18,123788,13,93,1257,92,124.3,74,1,24540,4,2,4,0,6654,0,0,0.0,1,0,0
3026,1990,1,69,473,116,142.7,17,0,17200,1,0,3,0,455,0,1,1.0,0,2,0
16,3097,1,2684,780,679,131.8,9,29,20370,181,0,3,3,200,1,9,4.0,14,6,0
3071,2463,6,18,2393,32,138.8,16,412,37170,2,0,0,21,200,0,0,0.0,0,0,1
3823,5200,0,22,869,12,131.7,20,454,19110,2,0,2,3,200,0,0,0.0,0,0,0
37,2736,2,2227,165,1744,149.4,9,2,21390,1119,1,37,9,200,0,451,8.0,79,14,0
5,1670,57,49,956,33,64.1,1121,121,3809,6,0,2,34,200,4,8,3.0,0,0,0
10,12713,1,6533,2440,2722,166.2,274,7,28570,1710,8,15,431,200,0,17,78.0,34,31,0
37,1352,4,30,923,49,125.5,19,2,19570,2,0,3,22,550,2,1,0.0,0,0,0
118,2225,1,40,650,30,135.0,11,27,21920,0,0,0,4,200,0,0,1.0,0,0,0
71,8750,38,111,334,280,118.9,149,10,16290,17,4,2,71,200,4,3,1.0,4,3,1
30,1306,2,1079,299,415,143.4,7,0,19930,121,0,3,1,200,2,4,3.0,4,4,0
76,1714,1,57,241,68,165.9,113,6,16060,10,7,1,4,200,0,2,0.0,0,0,0
2819,4129,5,77,110,67,149.8,10,102,18290,3,0,0,0,200,0,1,2.0,0,0,1
206,1734,2,367,958,129,58.8,1108,12,6035,21,2,0,5,550,2,3,0.0,2,1,0
14,1000,2,607,297,126,178.9,34,201,8050,16,0,4,0,200,0,0,2.0,3,2,0
79,2064,0,44,2532,272,146.2,14,7,32480,3,3,3,9,200,0,0,0.0,0,2,0
319,1632,1,482,271,250,146.7,10,12,21160,41,0,2,1,832,0,0,1.0,2,6,0
114,2740,0,106,576,101,128.9,57,3,20090,3,0,0,0,540,0,1,1.0,1,0,1
2858,1718,15,63,992,89,58.2,992,203,8107,8,0,2,31,200,0,8,0.0,1,1,0
3557,1661,2,1360,1947,366,161.2,42,449,25160,5,0,4,52,200,0,94,0.0,4,6,0
27,1690,1,62,1160,98,60.3,1306,1,8969,8,3,1,1,200,0,10,0.0,1,1,0
188,5753,0,1436,1065,73,120.5,24,20,19430,5,0,3,2,200,0,0,0.0,0,0,0
336,3844,1230,3931,352,2401,126.8,120,0,20260,1838,4,8,9,606,6,27,71.0,30,32,1
3200,2453,5,128,277,93,136.7,11,142,24530,10,0,1,0,200,0,2,0.0,0,0,0
3863,1375,2,53,1242,43,118.4,1438,128,5401,62,0,18,14,575,0,12,0.0,0,1,0
42,2087,147,32,1873,72,175.19,21,1,23350,9,1,3,12,200,1,0,0.0,0,0,1
17,5178,0,921,819,846,134.7,9,193,19020,274,0,11,4,200,1,7,10.0,6,6,0
141,1368,0,68,569,112,130.2,87,23,25510,4,3,0,28,568,0,0,0.0,2,2,0
2413,1247,4,9,242,28,197.8,50,9,23500,0,0,0,1,447,2,0,1.0,0,0,0
200,3033,0,1368,243,1708,132.3,30,11,19760,786,1,4,79,200,0,4,24.0,17,11,0
5,1419,1,84,255,197,66.1,17,2,13810,3,0,3,9,200,5,0,2.0,2,2,0
55,1990,62,49,264,49,145.6,14,1,19290,11,0,0,15,455,0,2,0.0,1,0,1
22,3547,2,563,1948,414,127.0,126,3,27670,3,15,11,3,200,0,4,3.0,2,20,0
25,7636,0,1915,1037,1496,133.5,4,4,20990,354,0,3,3,479,0,0,6.0,9,8,0
2321,5186,1,49,1225,65,109.5,1441,159,5690,66,0,0,11,200,0,10,0.0,0,0,0
2767,1211,5,48,2006,420,132.7,30,2,24830,5,0,1,11,411,2,2,3.0,4,4,0
3525,3419,2,148,940,98,60.8,1218,162,4048,6,2,2,14,200,0,8,3.0,0,12,0
57,2060,382,15,979,79,137.5,27,164,19470,2,2,2,12,554,0,0,0.0,1,2,1
3367,1212,3,38,409,36,141.3,18,0,18190,8,0,0,6,412,2,0,0.0,0,0,0
3178,1623,13,1543,608,632,271.4,17,111,22450,107,2,0,3,375,1,4,2.0,8,8,0
1244,6888,1692,99,1140,136,118.6,1189,39,7418,44,3,3,4,200,25,13,2.0,2,2,1
2495,2043,0,59,1044,68,55.5,1127,32,3455,6,0,2,31,200,0,9,1.0,0,2,0
2041,3884,3,3018,1170,1002,58.1,1392,9,3527,15,8,23,119,200,0,10,4.0,5,59,0
9,7163,1,8,757,33,140.2,18,0,33110,1,0,0,4,200,0,0,1.0,0,0,0
36,5217,7,180,149,76,148.8,13,1,19320,5,0,2,0,200,0,2,0.0,0,0,0
6,2075,0,3555,987,298,156.9,97,181,28900,127,0,8,3,200,0,34,4.0,14,4,0
2872,1922,5,1072,966,72,61.4,1136,184,3694,7,5,3,16,200,0,7,2.0,0,3,0
19,1327,0,538,271,1504,137.3,210,0,4098,16,0,11,130,200,3,2,2.0,19,16,0
24,2005,0,108,410,150,165.1,35,14,19480,3,1,1,30,1250,1,1,1.0,2,2,0
2449,1784,5,66,1085,76,63.9,1371,1,7723,14,0,0,1,452,0,8,0.0,1,0,0
3563,6285,3,102,871,29,132.5,9,442,18590,1,0,0,0,200,0,0,0.0,0,0,0
30,2029,0,43,1919,83,183.7,65,181,25050,27,0,5,0,506,0,3,0.0,1,0,0
14,1000,2,138,416,173,134.4,8,180,15320,7,0,3,1,200,0,1,3.0,1,2,0
8,2071,0,171,847,191,140.4,15,22,17560,84,0,3,0,200,0,2,4.0,8,2,0
41,3448,3,133,273,58,143.6,7,0,19700,17,0,3,0,548,0,0,0.0,1,0,0
3523,1350,5,111,2257,110,179.8,66,362,29800,6,2,5,2,375,0,2,0.0,1,3,0
132,3821,0,12,254,64,126.6,19,15,17910,22,0,0,9,200,0,0,1.0,0,1,0
25,3132,2,9,808,26,138.9,18,3,19930,0,0,2,14,200,0,2,2.0,2,1,0
20,2081,0,84,1074,146,126.9,24,189,19950,5,0,2,18,200,0,2,1.0,3,2,0
7,1247,3,9,246,21,189.5,39,0,22820,0,0,1,0,447,0,0,0.0,0,0,1
3642,4128,2,221,943,281,63.7,1133,179,3528,10,10,1,86,200,0,8,1.0,2,3,0
18,1507,3,136,486,217,142.4,19,0,15080,5,0,2,1,707,0,0,0.0,1,3,0
160,1382,1,434,1034,427,71.2,1299,17,8047,26,7,4,11,582,0,7,0.0,5,5,0
17,4567,4,684,920,113,130.7,49,38,16660,9,5,4,2,200,0,16,2.0,1,1,0
